Date,Open,Close,High,Low,Volume,Monthly_Return_%
2000-01-31,0.7815419931978272,0.7749638974666595,0.9109774477720004,0.6485558865775317,12555177600,
2000-02-29,0.8333468584825491,0.8370371371507644,0.8992630875422613,0.7272822912497426,7319782400,8.00982341074481
2000-03-31,0.9529492217590058,0.9634827038516169,1.1274759284169007,0.8547446768171864,8698356800,15.106326958355432
2000-04-30,0.9227795608703673,0.9230137592867801,1.0459377551812887,0.786327807331318,8662404800,-4.200277223769378
2000-05-31,0.7725196204932844,0.7558520192449744,0.946592176395818,0.6129421781255024,9807750400,-18.110427754725233
2000-06-30,0.7347273388539158,0.7363355295224623,0.8641172396087261,0.6026325797108756,8105204800,-2.582051674877739
2000-07-31,0.8103322410505879,0.8061497896909714,0.9091031119873896,0.7029154099730968,5746770400,9.4813108113615
2000-08-31,0.7636000802860581,0.769447474376015,0.9222242306991394,0.6635523765092259,5636086400,-4.552791030191273
2000-09-30,0.8350396641674334,0.8360823452472687,0.9615879536552208,0.3805113186945233,14516930400,8.660093520391543
2000-10-31,0.3158326933227553,0.308515803380446,0.4011306526659348,0.2624215873138161,21905788800,-63.09983040136993
2000-11-30,0.2958491657583976,0.2931044640995207,0.3448967359276354,0.2418024751142746,8488373600,-4.995315997450167
2000-12-31,0.2249093687762386,0.2244641780853271,0.2624216056562281,0.204314332915306,8858970400,-23.418369360245382
2001-01-31,0.2734562988272141,0.27643536598909463,0.3373994344467389,0.2164982101226772,13709460800,23.15344405823694
2001-02-28,0.29510109471154583,0.2943858974858334,0.3289643424029648,0.2699197720794503,7023766400,6.493572713647255
2001-03-31,0.3066849731751094,0.311187746849927,0.3561434929764219,0.2577357671750256,10799062400,5.707423320066529
2001-04-30,0.3418153716181541,0.3406683593988418,0.4066787648599281,0.2811656279711533,11158991200,9.47357755803029
2001-05-31,0.3559049966770962,0.35286506468599493,0.4003806718152302,0.2894136998929228,7468434400,3.580228380667916
2001-06-30,0.32086850048520943,0.3228679838634672,0.376387320111562,0.2901635606314344,7638265600,-8.501006142169754
2001-07-31,0.32333202341850836,0.3218395908673604,0.3781869066731112,0.2676699582575637,8655102400,-0.3185181087951072
2001-08-31,0.2799208453570431,0.2796143733936807,0.2984107205028634,0.259122282037744,5129359200,-13.1199574794022
2001-09-30,0.24907552850950762,0.24895567297935484,0.2861143258205768,0.2201343389489844,5531523200,-10.964636775363557
2001-10-31,0.25723843946509245,0.2597550607245901,0.2912132165685868,0.2223832580807647,7544247200,4.337875741490249
2001-11-30,0.2919912990535377,0.29464766383171076,0.3231531055955286,0.2586728931123962,5369744800,13.4328867394488
2001-12-31,0.3239407603510499,0.3253278583288192,0.3603422601785306,0.3012600653122267,4629839200,10.412502206238972
2002-01-31,0.3368208395708886,0.3389987902981894,0.3708391732765057,0.3036591356141121,8515376800,4.202201446748699
2002-02-28,0.35930852346630404,0.3571618591484271,0.389583938904999,0.3140065968355033,7837424000,5.3578565381490195
2002-03-31,0.3603124450065175,0.3635289803147316,0.3793869112465801,0.3272024047000553,5318583200,1.7826990769634454
2002-04-30,0.3672198416565371,0.36828323250467127,0.3924324831392869,0.3448968072389453,6422836000,1.3078055526202004
2002-05-31,0.36212145072498897,0.3616238263520327,0.3895839744744016,0.3320007134395025,5976157600,-1.8082295268639692
2002-06-30,0.29514183313745374,0.2932749442756176,0.3516449461400969,0.2396282953014725,8708016800,-18.900547224971564
2002-07-31,0.2449722926706296,0.2451292134144089,0.2817660868243833,0.2069385718250513,8118415200,-16.416585119512195
2002-08-31,0.22803411297908294,0.22746843235059214,0.2436776140681491,0.2094872040772694,5151686400,-7.204682305229748
2002-09-30,0.21697759810978479,0.2178100414574146,0.2277819672966813,0.2106871706056736,5291837600,-4.246035721691388
2002-10-31,0.21858254901271165,0.21969083664209943,0.2465261051704806,0.2003397873541118,6611432800,0.8635025144387409
2002-11-30,0.24008577376493032,0.23937349990010257,0.2606220608583519,0.2250830219274138,4531721600,8.9592554513634
2002-12-31,0.22156958248233938,0.2206055103313355,0.2414279362935666,0.2066379347953533,4530439200,-7.840462530981707
2003-01-31,0.21695664283148053,0.2170637299617131,0.2306312233886358,0.2033394068896201,6045832800,-1.6054813700269066
2003-02-28,0.21939243691047933,0.21988965257218004,0.229431247042235,0.2069384946127533,4114303200,1.301886137755659
2003-03-31,0.21940587720078183,0.21896313130855555,0.2273318890794246,0.2105368973857044,4028404800,-0.4213573730216136
2003-04-30,0.2081306858035297,0.20766654397760118,0.2241828553983388,0.1907431991784576,7775342400,-5.159127595337321
2003-05-31,0.26345691515968134,0.2664704982723508,0.2850646619195677,0.2099372594887991,10811544800,28.31652762569796
2003-06-30,0.27262576976348757,0.2725542329606555,0.2952616932049897,0.2493753557257327,6113335200,2.2830800136406593
2003-07-31,0.3029707858742587,0.30368659306656226,0.3234537759268195,0.2775672652128143,5218270400,11.422446009268494
