Date,Close,High,Low,Open,Volume,OC_Change,OC_Direction,High_Low_Range,Intraday_Volatility_%,Volume_Change_%
2000-03-01,0.977051556110382,0.9901726373490048,0.888484858385111,0.8889534541285039,1077003200,0.08809810198187806,Bullish,0.1016877789638938,10.407616499656408,191.9011626142124
2000-03-02,0.91472727060318,0.959244979544786,0.904886256775587,0.9522162416867024,311259200,-0.03748897108352234,Bearish,0.054358722769199064,5.94261530361442,-71.09951019644139
2000-03-03,0.9597127437591552,0.9614704023870632,0.8997312165733384,0.9362820670995398,323366400,0.0234306766596154,Bullish,0.06173918581372473,6.4330901319383225,3.8897484797236537
2000-03-06,0.9423753023147584,0.9681488781216993,0.9372200465812904,0.9447181817505826,210560000,-0.00234287943582423,Bearish,0.03092883154040882,3.2820078650658893,-34.885009697977274
2000-03-07,0.92128723859787,0.955496132227407,0.9081661562549156,0.9479979990666102,273011200,-0.026710760468740213,Bearish,0.047329975972491445,5.137374533106972,29.659574468085115
2000-03-08,0.91472727060318,0.9292541430381396,0.8889536968325703,0.9212874125899336,271230400,-0.006560141986753587,Bearish,0.040300446205569274,4.405733544928071,-0.6522809320643308
2000-03-09,0.9166014790534972,0.937219793560657,0.8866106482739254,0.906291871323306,276718400,0.010309607730191184,Bullish,0.05060914528673155,5.521390314468144,2.023372011396951
2000-03-10,0.942843735218048,0.9592448894926854,0.9072290508573522,0.9123843056995454,248606400,0.030459429518502557,Bullish,0.05201583863533321,5.516909822103628,-10.159064232808513
2000-03-13,0.9095718264579772,0.9484664726946944,0.8959821500824305,0.9156641714856334,303956800,-0.00609234502765621,Bearish,0.05248432261226388,5.770222986858167,22.26426994638915
2000-03-14,0.8566190600395203,0.9315968915808424,0.8547446768171864,0.9088690440038166,428579200,-0.052249983964296365,Bearish,0.076852214763656,8.971574221114157,41.00003684734146
2000-03-15,0.8716143369674683,0.9016059670453668,0.8556817808898175,0.8669285796028366,443609600,0.004685757364631615,Bullish,0.045924186155549274,5.2688653923855,3.5070297391940564
2000-03-16,0.911446213722229,0.9147270848969918,0.8584932893174239,0.8795811003053915,378100800,0.03186511341683751,Bullish,0.05623379557956798,6.169732753611033,-14.767218743688149
2000-03-17,0.9372199773788452,0.9372199773788452,0.8969195309649024,0.9006690988023914,305043200,0.03655087857645378,Bullish,0.040300446413942814,4.299998654174278,-19.32225480612577
2000-03-20,0.9222242832183838,0.9465920608902566,0.9175384262426106,0.925973749625006,204489600,-0.003749466406622215,Bearish,0.029053634647645987,3.150387077886785,-32.96372448230284
2000-03-21,1.011729121208191,1.0253186991401133,0.9119156173571736,0.9189443538423382,524328000,0.09278476736585273,Bullish,0.11340308178293967,11.208838354629497,156.4081498521196
2000-03-22,1.081082820892334,1.0824894087178123,0.9864237948225576,0.9955619607643986,567996800,0.08552086012793536,Bullish,0.0960656138952547,8.886054984756987,8.328527181458934
2000-03-23,1.0595276355743408,1.1274759284169007,1.049686623269356,1.0646819891496198,562564800,-0.005154353575278936,Bearish,0.07778930514754467,7.341885434198914,-0.9563434160192452
2000-03-24,1.03984534740448,1.0792085858000484,1.0159460667684987,1.0679617889491986,446913600,-0.028116441544718596,Bearish,0.06326251903154967,6.083839216038898,-20.557845069581315
2000-03-27,1.046406626701355,1.085301282022635,1.0262560048691225,1.0318798555937527,279182400,0.014526771107602254,Bullish,0.0590452771535126,5.642670415767938,-37.5310127058116
2000-03-28,1.0431267023086548,1.0646822137070633,1.0281304323121974,1.029067624107522,202966400,0.014059078201132724,Bullish,0.03655178139486592,3.504059604070079,-27.299715168291417
2000-03-29,1.0192276239395142,1.045469800549652,1.0034117833144671,1.0450013046598532,239836800,-0.02577368072033903,Bearish,0.042058017235184986,4.126459708050545,18.165765368060917
2000-03-30,0.942843735218048,1.0323483412056635,0.9405007560813528,1.001419615118358,414400000,-0.0585758799003101,Bearish,0.0918475851243108,9.741549070490407,72.78415989539553
2000-03-31,1.0182902812957764,1.0290675861204237,0.9447181253242316,0.955496331102291,404633600,0.06279395019348533,Bullish,0.0843494607961921,8.283439638533842,-2.3567567567567616
2000-04-03,0.9995449781417848,1.0459377551812887,0.9704913434786088,1.0159461282540938,328563200,-0.016401150112309026,Bearish,0.07544641170267996,7.548075709703375,-18.799822852081483
2000-04-04,0.9545588493347168,0.9972021626576084,0.8753637670711167,0.9943906883355164,660329600,-0.03983183900079956,Bearish,0.12183839558649168,12.763843284403825,100.97491137169348
2000-04-05,0.9775209426879884,0.9962649724435144,0.9297224755511344,0.9482321573844116,457665600,0.029288785303576814,Bullish,0.06654249689238001,6.807270717842767,-30.6913395976797
2000-04-06,0.9386262893676758,1.008448956002754,0.92409862028938,0.9793953196465268,259627200,-0.04076903027885104,Bearish,0.08435033571337414,8.986572895821872,-43.2714191322223
2000-04-07,0.987829864025116,0.9887669555058756,0.9409692836321694,0.9540903662692938,242435200,0.03373949775582219,Bullish,0.047797671873706205,4.838654267744524,-6.621802338121741
2000-04-10,0.9372199773788452,0.9953281681606616,0.9353456939897672,0.9873614376712638,212262400,-0.050141460292418616,Bearish,0.05998247417089442,6.400042211930804,-12.445717453571103
2000-04-11,0.8955135941505432,0.9362825249827792,0.8852039872683716,0.9259738190537564,541822400,-0.030460224903213207,Bearish,0.051078537714407624,5.70382605557866,155.2606585056986
2000-04-12,0.8191300630569458,0.8922336087010613,0.786327807331318,0.8922336087010613,941136000,-0.07310354564411548,Bearish,0.10590580136974326,12.929058051478293,73.69824503379705
2000-04-13,0.8533388376235962,0.8997316160256097,0.8135069999675049,0.8360005456381925,529827200,0.01733829198540371,Bullish,0.08622461605810483,10.104382017608122,-43.70343924788765
2000-04-14,0.8388120532035828,0.8847353868084612,0.8172556480675545,0.8195985767186216,667620800,0.01921347648496119,Bullish,0.06747973874090674,8.044679196393133,26.007271804845054
2000-04-17,0.9287851452827454,0.9292537409513144,0.8177241177550894,0.8210050382292451,409561600,0.10778010705350027,Bullish,0.11152962319622506,12.008118751971713,-38.653559026321524
2000-04-18,0.9512786865234376,0.9512786865234376,0.8950449010105955,0.9259737182915108,390924800,0.02530496823192685,Bullish,0.05623378551284208,5.911389197455398,-4.550426602493984
2000-04-19,0.9081660509109496,0.9765829292806896,0.8978564443549513,0.9461236062942912,520150400,-0.03795755538334156,Bearish,0.0787264849257383,8.668732424733399,33.056383222553286
2000-04-20,0.8912961483001709,0.9353452402288122,0.8777064741303195,0.927379314451364,722120000,-0.03608316615119311,Bearish,0.05763876609849261,6.4668478830990095,38.82907712846131
2000-04-24,0.9034804105758668,0.9034804105758668,0.8603684968206352,0.8622427798708141,443620800,0.04123763070505271,Bullish,0.0431119137552316,4.771759658602074,-38.56688639007368
2000-04-25,0.962056279182434,0.965337150424824,0.9151956995377404,0.915664295323596,391641600,0.046391983858838026,Bullish,0.05014145088708366,5.211904123706195,-11.717034007422555
2000-04-26,0.9095718264579772,0.9597131704578372,0.8997316166035837,0.949403564033755,366912000,-0.03983173757577785,Bearish,0.05998155385425352,6.594482382752728,-6.314344543582706
2000-04-27,0.9503405094146729,0.9522156926662776,0.8740745481833634,0.8786435805328053,326603200,0.07169692888186752,Bullish,0.0781411444829142,8.222436453965575,-10.985958485958491
2000-04-28,0.930190920829773,0.9559645860103174,0.9095718084947192,0.9531531118368578,249580800,-0.022962191007084853,Bearish,0.04639277751559823,4.987446821585158,-23.5828675285484
2000-05-01,0.9320650696754456,0.93815741305322,0.9137896412361044,0.9362822298239116,226195200,-0.00421716014846607,Bearish,0.02436777181711558,2.614385262350909,-9.369951534733445
2000-05-02,0.8837982416152954,0.946592176395818,0.8809867671291276,0.9240986787060024,236432000,-0.040300437090706964,Bearish,0.06560540926669045,7.423120592182343,4.525648643295699
2000-05-03,0.8627112507820129,0.9091032282392352,0.8369376852691321,0.8917648862373516,489798400,-0.029053635455338678,Bearish,0.07216554297010302,8.36497065555687,107.16248223590713
2000-05-04,0.8299081921577454,0.8641170830740823,0.8289710006664124,0.8631798915827493,399515200,-0.033271699425003964,Bearish,0.03514608240766992,4.23493619412176,-18.432726607518525
2000-05-05,0.8481845855712891,0.8603684762177997,0.8301425469608603,0.8308453905746074,284076800,0.017339194996681684,Bullish,0.030225929256939343,3.563602754768394,-28.894620279779094
2000-05-08,0.8256910443305969,0.8524017546893544,0.8247538527669336,0.8404521117760354,184900800,-0.01476106744543848,Bearish,0.027647901922420837,3.3484560735226947,-34.911685853966254
2000-05-09,0.7905449271202087,0.8341262323145092,0.7863277156807922,0.8270966956819705,327140800,-0.03655176856176179,Bearish,0.047798516633717036,6.0462745372153766,76.92773638621358
2000-05-10,0.7446216344833374,0.7872649525337515,0.74040357163239,0.7802354150490265,535091200,-0.03561378056568909,Bearish,0.046861380901361493,6.293314447394037,63.56602417063233
2000-05-11,0.7708636522293091,0.7816418538676254,0.7422786137646032,0.7600855006439409,499744000,0.010778151585368212,Bullish,0.03936324010302217,5.106381652473189,-6.605827193569991
2000-05-12,0.8069470524787903,0.8285026109976598,0.7855074166208206,0.7947631603733621,306913600,0.01218389210542814,Bullish,0.042995194376839185,5.328130791824073,-38.585835948005375
2000-05-15,0.7572741508483887,0.8102270253250036,0.7507131592777477,0.8102270253250036,678932800,-0.0529528744766149,Bearish,0.05951386604725584,7.858959133965067,121.21300587526913
2000-05-16,0.7924191951751709,0.8177241635419273,0.7703950974133312,0.7836329007651646,440451200,0.008786294410006334,Bullish,0.04732906612859611,5.972730900105672,-35.125950609544866
2000-05-17,0.7600857019424438,0.7774239977132124,0.75258756811514,0.7769554018887269,398092800,-0.016869699946283068,Bearish,0.024836429598072307,3.267582791598546,-9.617047246096732
2000-05-18,0.7553998827934265,0.7867964032096773,0.754462691158181,0.772269582492648,373777600,-0.016869699699221474,Bearish,0.032333712051496266,4.280343800415749,-6.107922574836822
2000-05-19,0.7047895789146423,0.7441528118969063,0.7001029220173374,0.7441528118969063,740667200,-0.03936323298226396,Bearish,0.044049889879568926,6.250076788508226,98.15719294040093
2000-05-22,0.6743295192718506,0.7029154101193239,0.6448072878751625,0.7029154101193239,755507200,-0.028585890847473316,Bearish,0.0581081222441614,8.617170179188845,2.0035989173005087
2000-05-23,0.6434016227722168,0.7001031633419006,0.6419958854937529,0.678547657487544,517585600,-0.03514603471532718,Bearish,0.05810727784814773,9.031260691849301,-31.4916389943074
2000-05-24,0.6574597358703613,0.6729236942326366,0.6223137070667044,0.6462129886341299,678462400,0.011246747236231425,Bullish,0.050609987165932235,7.697807851142928,31.082163027719467
2000-05-25,0.6542961597442627,0.6947141011956938,0.6448070251068551,0.6635518975675517,406750400,-0.009255737823289034,Bearish,0.04990707608883871,7.627597280770426,-40.04820311339288
2000-05-26,0.6476187109947205,0.6738608703529483,0.6391842889338398,0.6598025992984387,181148800,-0.012183888303718193,Bearish,0.034676581419108454,5.3544749140812185,-55.464383071288935
2000-05-30,0.6565226316452026,0.6607398430096796,0.6129421781255024,0.6569911773170662,713059200,-0.0004685456718636072,Bearish,0.04779766488417714,7.280429124644085,293.63175466798566
2000-05-31,0.6298118829727173,0.6841705394253477,0.6284061458322773,0.6513682376107965,433507200,-0.021556354638079256,Bearish,0.055764393593070394,8.854134877522792,-39.204599001036655
2000-06-01,0.6682379841804504,0.6715180041391722,0.6026325797108756,0.6129421863241997,903840000,0.05529579785625072,Bullish,0.0688854244282966,10.308516734914432,108.49480700666562
2000-06-02,0.6940115094184875,0.7479015669648663,0.6673007534705848,0.7029153783678298,792848000,-0.008903868949342253,Bearish,0.0806008134942815,11.613757466618521,-12.280049566294915
2000-06-05,0.6846393346786499,0.7141615772430864,0.672455440804188,0.6996347539118433,323668800,-0.014995419233193363,Bearish,0.04170613643889842,6.091694462526622,-59.176437349908184
2000-06-06,0.6963545083999634,0.7254081477900469,0.6771418810172312,0.6895601197872343,525481600,0.006794388612729074,Bullish,0.04826626677281576,6.9312779899592725,62.351638464998786
2000-06-07,0.7240025401115417,0.7272826110854715,0.6869822151718042,0.7019784341836791,337019200,0.022024105927862636,Bullish,0.0403003959136673,5.566333497594982,-35.864700115094415
2000-06-08,0.7108814120292664,0.7385293173827459,0.6982289239260041,0.7319692258877902,238526400,-0.021087813858523874,Bearish,0.040300393456741745,5.669074022023045,-29.22468512179721
2000-06-09,0.7179109454154968,0.734312048825469,0.7076013371946511,0.7254081779641077,252358400,-0.007497232548610899,Bearish,0.02671071163081784,3.7206162966854888,5.79893881767386
2000-06-12,0.6837021112442017,0.7230653635764671,0.6813592321202995,0.7225967677305012,290337600,-0.03889465648629953,Bearish,0.04170613145616764,6.100044269319395,15.049707083259367
2000-06-13,0.7085384726524353,0.7099442099998222,0.6612085449872388,0.6837020443460283,351456000,0.024836428306406977,Bullish,0.04873566501258342,6.878337153681997,21.05080430505728
2000-06-14,0.6780790686607361,0.7216595274935479,0.6757361398039768,0.7099441824683562,277446400,-0.03186511380762014,Bearish,0.04592338768957105,6.77257119590399,-21.05799872530274
2000-06-15,0.6926058530807495,0.7001031349461239,0.6673008312412844,0.6841705788518382,248572800,0.008435274228911327,Bullish,0.0328023037048395,4.736070819923484,-10.406911028580657
2000-06-16,0.6837021112442017,0.7029155920410416,0.6677695521635784,0.7010404078097591,303564800,-0.01733829656555741,Bearish,0.03514603987746323,5.140548683330001,22.123096332342087
2000-06-19,0.7244709134101868,0.7338433784844658,0.673392327682388,0.67901612706584,394004800,0.04545478634434674,Bullish,0.0604510508020778,8.344165332673768,29.792650531286903
2000-06-20,0.7591484189033508,0.7792982371423338,0.7375920625658169,0.7385292040490086,501390400,0.02061921485434226,Bullish,0.04170617457651693,5.493810371990863,27.2548963870491
2000-06-21,0.8341261148452759,0.8538073330773276,0.7544624488885437,0.7572739728384953,490000000,0.07685214200678059,Bullish,0.09934488418878384,11.910055616375418,-2.2717626823329673
2000-06-22,0.80600905418396,0.8641172396087261,0.8031975793065689,0.8360007389811444,467712000,-0.029991684797184393,Bearish,0.06091966030215723,7.558185604234316,-4.5485714285714245
2000-06-23,0.7750808596611023,0.8191299063981161,0.7619597796896147,0.8064774221247679,204965600,-0.03139656246366562,Bearish,0.05717012670850141,7.376020965541399,-56.17696360153257
2000-06-26,0.811632513999939,0.8210049772576741,0.7816417427504769,0.7872646901439433,185354400,0.024367823855995674,Bullish,0.03936323450719714,4.849883885652233,-9.568044588945657
2000-06-27,0.7760180830955505,0.8322510207293689,0.7741437502785582,0.8064774554204627,203470400,-0.030459372324912137,Bearish,0.058107270450810655,7.487875826168853,9.773709175503797
2000-06-28,0.8163185119628906,0.8303767346493618,0.7722694609280369,0.7994488149191646,286428800,0.016869697043725984,Bullish,0.05810727372132485,7.11821095194842,40.77172895910166
2000-06-29,0.7685208320617676,0.8088212165660472,0.7657085068521595,0.7957001355375621,203660800,-0.02717930347579456,Bearish,0.0431127097138877,5.609829677385068,-28.89653554391178
2000-06-30,0.7853904962539673,0.823816596327342,0.7750808899623733,0.7919506360725923,323097600,-0.0065601398186250215,Bearish,0.04873570636496871,6.2052834351091155,58.64496260448746
2000-07-03,0.7994488477706909,0.8144442125081297,0.7816419585075114,0.7816419585075114,70828800,0.017806889263179526,Bullish,0.032802254000618314,4.10310854685566,-78.07820299500831
2000-07-05,0.7741439342498779,0.8275654103800215,0.7610228506185241,0.7985117682501677,265216000,-0.024367834000289745,Bearish,0.06654255976149737,8.595631486278466,274.44655281467425
2000-07-06,0.776955246925354,0.7938257944071576,0.7441529951711916,0.7872648535374014,309545600,-0.010309606612047384,Bearish,0.049672799235966014,6.393263889076783,16.714527027027025
2000-07-07,0.8163185119628906,0.8219423115775973,0.7816419263877186,0.7886706122808556,263603200,0.02764789968203507,Bullish,0.040300385189878773,4.936845679632316,-14.841884362110136
2000-07-10,0.8566190600395203,0.873489610205631,0.8060090112358879,0.8111642658387371,397796000,0.04545479420078313,Bullish,0.06748059896974312,7.8775504909533405,50.907121006118295
2000-07-11,0.8538074493408203,0.8884848348084737,0.8313139032487435,0.8547445406968343,357896000,-0.0009370913560139416,Bearish,0.05717093155973019,6.695998214101885,-10.030266769902163
2000-07-12,0.8828610181808472,0.8837981094655113,0.8453720611818389,0.87161422096466,225433600,0.011246797216187154,Bullish,0.038426048283672354,4.352445910778799,-37.01142231262713
2000-07-13,0.8472471833229065,0.9091031119873896,0.8210050254445558,0.8772380063855475,445659200,-0.029990823062641003,Bearish,0.0880980865428338,10.3981563204864,97.68978537360891
2000-07-14,0.8650542497634888,0.8847354730065666,0.8528703588919143,0.8566190250776661,190276800,0.008435224685822695,Bullish,0.031865114114652315,3.683597199061728,-57.30441557136036
2000-07-17,0.8744266033172607,0.8819238341869283,0.8566188655824353,0.8734894119188413,260002400,0.0009371913984194125,Bullish,0.02530496860449305,2.8938928102707626,36.64429925245747
2000-07-18,0.8584933280944824,0.8828612105105795,0.8528703787379677,0.8772382611540648,318404800,-0.018744933059582358,Bearish,0.02999083177261186,3.493426307596322,22.46225419457666
2000-07-19,0.7900763154029846,0.8519330531501738,0.7760180933224978,0.8275652246196369,457872800,-0.037488909216652266,Bearish,0.07591495982767593,9.608560381784754,43.8021034858771
2000-07-20,0.8266282677650452,0.8556819098593916,0.8116328508895997,0.8247539345049179,465572800,0.0018743332601273144,Bullish,0.04404905896979194,5.328762720501609,1.681689761872729
2000-07-21,0.8031973242759705,0.8341261408608037,0.7938257109583597,0.8151469646374774,196235200,-0.011949640361506919,Bearish,0.04030042990244398,5.017500517543701,-57.8508022805456
2000-07-24,0.7300947904586792,0.792887875557367,0.7122870498649755,0.788202067971848,412171200,-0.0581072775131688,Bearish,0.08060082569239146,11.039775484735936,110.03938131385196
2000-07-25,0.7507129311561584,0.7591482031668355,0.7357175204685491,0.7544623969765897,211607200,-0.0037494658204312303,Bearish,0.02343068269828641,3.1211241642263,-48.66036249014972
2000-07-26,0.7507129311561584,0.7685206664473263,0.7385289941721084,0.7474328618176923,210470400,0.0032800693384661406,Bullish,0.02999167227521793,3.995092002615212,-0.5372217958557135
2000-07-27,0.7797669172286987,0.7985118022938643,0.7479017988731635,0.7497761322154918,294985600,0.029990785013206955,Bullish,0.050610003420700767,6.490401465167225,40.155385270327805
2000-07-28,0.7244709134101868,0.7872648427293184,0.7029154099730968,0.7839847727630824,237893600,-0.05951385935289566,Bearish,0.08434943275622164,11.642901211751479,-19.35416508466854
2000-07-31,0.761959969997406,0.7741439116686346,0.7310320455602423,0.7371235408927328,155299200,0.024836429104673208,Bullish,0.04311186610839235,5.658022442903282,-34.71905086980062
2000-08-01,0.7394664287567139,0.7671143311076332,0.7385292371785256,0.7544626452257518,137284000,-0.014996216469037926,Bearish,0.028585093929107575,3.8656378190377776,-11.600317322948218
2000-08-02,0.7085384726524353,0.7488388626803978,0.7076013311051635,0.7347806383062292,162355200,-0.026242165653793892,Bearish,0.04123753157523424,5.8200836181640625,18.26228839486028
2000-08-03,0.7197853326797485,0.7207225244236568,0.6635523765092259,0.6832335532901986,339897600,0.0365517793895499,Bullish,0.05717014791443087,7.942666419943205,109.3543046357616
2000-08-04,0.7104126811027527,0.7685208025005961,0.6944801263776884,0.7418100457351676,263121600,-0.03139736463241494,Bearish,0.07404067612290766,10.422206429082388,-22.58797943851325
2000-08-07,0.7188481092453003,0.7357178089821504,0.7076013591206225,0.7179109676609251,187348000,0.0009371415843751896,Bullish,0.028116449861527948,3.911319999303701,-28.797939811858853
2000-08-08,0.7010403871536255,0.7197852715521821,0.6944802957682139,0.7188481299408267,176674400,-0.01780774278720121,Bearish,0.025304975783968175,3.609631662836404,-5.697205201016287
2000-08-09,0.7122869491577148,0.7263452208268844,0.7085383336510743,0.721659413903872,379640800,-0.00937246474615716,Bearish,0.017806887175810027,2.4999597699869156,114.88161272940505
2000-08-10,0.7132240533828735,0.7263451320316272,0.7104125795833569,0.7197849931307931,251714400,-0.006560939747919603,Bearish,0.0159325524482703,2.23387761148843,-33.69669434897409
2000-08-11,0.7150993347167969,0.7197851420363487,0.6832333723279568,0.7024468491014606,238056000,0.012652485615336273,Bullish,0.03655176970839191,5.111425494874447,-5.426149636254419
2000-08-14,0.705727219581604,0.7150996390567762,0.6944804663703208,0.7136931004203446,156660000,-0.007965880838740613,Bearish,0.02061917268645541,2.9216915706722566,-34.19195483415667
2000-08-15,0.7001030445098877,0.7188479235259113,0.6972915704301654,0.7085383176491674,114200800,-0.00843527313927972,Bearish,0.021556353095745884,3.0790257612486984,-27.10277033065237
2000-08-16,0.7272824048995972,0.7347805373062837,0.7019782351715826,0.7029154266429906,143673600,0.02436697825660661,Bullish,0.032802302134701034,4.510256526724231,25.807875251311717
2000-08-17,0.771332323551178,0.7863277378042588,0.7244709470123389,0.7254080884520365,270900000,0.04592423509914145,Bullish,0.06185679079191986,8.019473436188191,88.55238540692237
