Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8392808437347412,0.843498106526373,0.7624286672281552,0.7863279579344354,535796800
2000-01-04,0.7685208320617676,0.8294395791039839,0.7586798210785961,0.8116326908754726,512377600
2000-01-05,0.7797669172286987,0.8289711831558944,0.7722696339123498,0.7778925838863705,778321600
2000-01-06,0.7122869491577148,0.8022602282004527,0.7122869491577148,0.7957000884976456,767972800
2000-01-07,0.746027410030365,0.7572742100950559,0.7160366272483127,0.7235339100069036,460734400
2000-01-10,0.7329062223434448,0.7666456667218751,0.7104127255263246,0.7647713337861646,505064000
2000-01-11,0.6954174041748047,0.74509026181257,0.6785477047577722,0.7193166914270787,441548800
2000-01-12,0.6537111401557922,0.7160364721357444,0.6485558865775317,0.7122869556418895,976068800
2000-01-13,0.7254081964492798,0.7404036129348466,0.6935430803197119,0.7084209224010922,1032684800
2000-01-14,0.7530563473701477,0.7666459799611373,0.7450904666783615,0.749776275905708,390376000
2000-01-18,0.7792982459068298,0.7947630576451566,0.7530560817522902,0.7572741444537661,459177600
2000-01-19,0.798980176448822,0.8153813269245683,0.7750808938368537,0.7919506400314014,597643200
2000-01-20,0.8509958982467651,0.9109774477720004,0.8509958982467651,0.8659912606016005,1831132800
2000-01-21,0.8345948457717896,0.8566189971768563,0.8261595713077537,0.8566189971768563,495924800
2000-01-24,0.7966373562812805,0.8453721655045664,0.7882020320899191,0.8130384579047755,440876800
2000-01-25,0.8416234254837036,0.8481844661908706,0.7675836012113953,0.7872648213208211,497145600
2000-01-26,0.8261594772338867,0.8561503039167713,0.8228794573678758,0.8247537401333249,367158400
2000-01-27,0.824753999710083,0.8472475522517698,0.802260497221362,0.8158501276863886,340144000
2000-01-28,0.761959969997406,0.8313140526560007,0.7544626872193864,0.8111642824445364,423348800
2000-01-31,0.7778922915458679,0.7788294828913072,0.7085382800243917,0.757273981840314,701680000
2000-02-01,0.7516502737998962,0.7872649030262232,0.7497759908638814,0.779766770223073,318035200
2000-02-02,0.7408719658851624,0.7657083868965548,0.7272822912497426,0.7553996326926437,464195200
2000-02-03,0.7746123671531677,0.7816419037428499,0.7516502253631562,0.7521188210934405,475193600
2000-02-04,0.8097584843635559,0.824753849643114,0.7769553282238356,0.7792982570711631,425320000
2000-02-07,0.8552135229110718,0.8566193107392426,0.7942947489796821,0.8097587654603783,441067200
2000-02-08,0.8613057136535645,0.8706772292851623,0.8341263562459356,0.8547446716734484,408643200
2000-02-09,0.8444348573684692,0.878175148414769,0.8430291704092051,0.8556816544192004,299364800
2000-02-10,0.8509958982467651,0.8538073722728378,0.8247536887816486,0.8463100414660483,302982400
2000-02-11,0.8153812885284424,0.8556816696654708,0.811632623060456,0.8519330041974844,212251200
2000-02-14,0.8683345317840576,0.8688031276847171,0.8144444515661577,0.8195988563145039,367539200
2000-02-15,0.8922335505485535,0.8992630875422613,0.8636485086169481,0.8641171043741652,485744000
2000-02-16,0.8556817770004272,0.8856734069420027,0.8406864125062257,0.8828611316675569,378246400
2000-02-17,0.8613057136535645,0.8659914714693634,0.8481846307525135,0.863648592561464,289497600
2000-02-18,0.8341261148452759,0.865054029512469,0.8313137900482109,0.859431081718455,233441600
2000-02-22,0.8533388376235962,0.8767695246856928,0.7999173236006879,0.825690939220733,422296000
2000-02-23,0.8716143369674683,0.8922335513629271,0.832251092054398,0.8490041161580384,473099200
2000-02-24,0.8637650609016418,0.8931705650301038,0.8378747249969355,0.8795808903407447,376432000
2000-02-25,0.8275654315948486,0.8772383425794562,0.8256911483373448,0.860837187831664,249144000
2000-02-28,0.8491214513778687,0.8622425300932257,0.8125697390985281,0.8256908178138853,328328000
2000-02-29,0.8594315648078918,0.8791127941028302,0.8439667979343833,0.8514648333528905,368961600
2000-03-01,0.9770515561103821,0.9901726373490048,0.888484858385111,0.8889534541285039,1077003200
2000-03-02,0.9147272706031799,0.959244979544786,0.904886256775587,0.9522162416867023,311259200
2000-03-03,0.9597127437591553,0.9614704023870633,0.8997312165733384,0.9362820670995398,323366400
2000-03-06,0.9423753023147583,0.9681488781216993,0.9372200465812903,0.9447181817505826,210560000
2000-03-07,0.9212872385978699,0.955496132227407,0.9081661562549157,0.9479979990666102,273011200
2000-03-08,0.9147272706031799,0.9292541430381396,0.8889536968325703,0.9212874125899337,271230400
2000-03-09,0.9166014790534973,0.937219793560657,0.8866106482739254,0.9062918713233059,276718400
2000-03-10,0.9428437352180481,0.9592448894926854,0.9072290508573522,0.9123843056995454,248606400
2000-03-13,0.9095718264579773,0.9484664726946944,0.8959821500824305,0.9156641714856334,303956800
2000-03-14,0.8566190600395203,0.9315968915808425,0.8547446768171864,0.9088690440038166,428579200
2000-03-15,0.8716143369674683,0.9016059670453669,0.8556817808898175,0.8669285796028366,443609600
2000-03-16,0.911446213722229,0.9147270848969918,0.8584932893174239,0.8795811003053915,378100800
2000-03-17,0.9372199773788452,0.9372199773788452,0.8969195309649024,0.9006690988023914,305043200
2000-03-20,0.9222242832183838,0.9465920608902566,0.9175384262426106,0.925973749625006,204489600
2000-03-21,1.011729121208191,1.0253186991401133,0.9119156173571735,0.9189443538423382,524328000
2000-03-22,1.081082820892334,1.0824894087178125,0.9864237948225576,0.9955619607643986,567996800
2000-03-23,1.0595276355743408,1.1274759284169007,1.049686623269356,1.0646819891496198,562564800
2000-03-24,1.03984534740448,1.0792085858000484,1.0159460667684987,1.0679617889491986,446913600
2000-03-27,1.046406626701355,1.0853012820226353,1.0262560048691225,1.0318798555937527,279182400
2000-03-28,1.0431267023086548,1.0646822137070633,1.0281304323121974,1.029067624107522,202966400
2000-03-29,1.0192276239395142,1.045469800549652,1.0034117833144673,1.0450013046598532,239836800
2000-03-30,0.9428437352180481,1.0323483412056635,0.9405007560813529,1.001419615118358,414400000
2000-03-31,1.0182902812957764,1.0290675861204235,0.9447181253242316,0.955496331102291,404633600
2000-04-03,0.9995449781417847,1.0459377551812887,0.9704913434786089,1.0159461282540938,328563200
2000-04-04,0.9545588493347168,0.9972021626576085,0.8753637670711167,0.9943906883355165,660329600
2000-04-05,0.9775209426879883,0.9962649724435144,0.9297224755511343,0.9482321573844117,457665600
2000-04-06,0.9386262893676758,1.0084489560027539,0.92409862028938,0.9793953196465268,259627200
2000-04-07,0.987829864025116,0.9887669555058756,0.9409692836321694,0.9540903662692938,242435200
2000-04-10,0.9372199773788452,0.9953281681606616,0.9353456939897672,0.9873614376712638,212262400
2000-04-11,0.8955135941505432,0.9362825249827792,0.8852039872683716,0.9259738190537563,541822400
2000-04-12,0.8191300630569458,0.8922336087010613,0.786327807331318,0.8922336087010613,941136000
2000-04-13,0.8533388376235962,0.8997316160256097,0.8135069999675049,0.8360005456381925,529827200
2000-04-14,0.8388120532035828,0.8847353868084612,0.8172556480675545,0.8195985767186216,667620800
2000-04-17,0.9287851452827454,0.9292537409513145,0.8177241177550894,0.8210050382292451,409561600
2000-04-18,0.9512786865234375,0.9512786865234375,0.8950449010105955,0.9259737182915108,390924800
2000-04-19,0.9081660509109497,0.9765829292806897,0.8978564443549513,0.9461236062942912,520150400
2000-04-20,0.8912961483001709,0.9353452402288122,0.8777064741303195,0.9273793144513639,722120000
2000-04-24,0.9034804105758667,0.9034804105758667,0.8603684968206352,0.8622427798708141,443620800
2000-04-25,0.9620562791824341,0.965337150424824,0.9151956995377404,0.915664295323596,391641600
2000-04-26,0.9095718264579773,0.9597131704578372,0.8997316166035837,0.949403564033755,366912000
2000-04-27,0.9503405094146729,0.9522156926662777,0.8740745481833634,0.8786435805328053,326603200
2000-04-28,0.930190920829773,0.9559645860103174,0.9095718084947192,0.9531531118368578,249580800
2000-05-01,0.9320650696754456,0.93815741305322,0.9137896412361044,0.9362822298239117,226195200
2000-05-02,0.8837982416152954,0.946592176395818,0.8809867671291276,0.9240986787060024,236432000
2000-05-03,0.8627112507820129,0.9091032282392352,0.8369376852691321,0.8917648862373516,489798400
2000-05-04,0.8299081921577454,0.8641170830740823,0.8289710006664124,0.8631798915827493,399515200
2000-05-05,0.8481845855712891,0.8603684762177997,0.8301425469608603,0.8308453905746074,284076800
2000-05-08,0.8256910443305969,0.8524017546893544,0.8247538527669336,0.8404521117760354,184900800
2000-05-09,0.7905449271202087,0.8341262323145092,0.7863277156807922,0.8270966956819705,327140800
2000-05-10,0.7446216344833374,0.7872649525337515,0.74040357163239,0.7802354150490265,535091200
2000-05-11,0.7708636522293091,0.7816418538676254,0.7422786137646032,0.7600855006439409,499744000
2000-05-12,0.8069470524787903,0.8285026109976598,0.7855074166208206,0.7947631603733621,306913600
2000-05-15,0.7572741508483887,0.8102270253250036,0.7507131592777477,0.8102270253250036,678932800
2000-05-16,0.7924191951751709,0.8177241635419273,0.7703950974133312,0.7836329007651646,440451200
2000-05-17,0.7600857019424438,0.7774239977132124,0.75258756811514,0.7769554018887269,398092800
2000-05-18,0.7553998827934265,0.7867964032096773,0.754462691158181,0.772269582492648,373777600
2000-05-19,0.7047895789146423,0.7441528118969063,0.7001029220173374,0.7441528118969063,740667200
2000-05-22,0.6743295192718506,0.7029154101193239,0.6448072878751625,0.7029154101193239,755507200
2000-05-23,0.6434016227722168,0.7001031633419006,0.6419958854937529,0.678547657487544,517585600
2000-05-24,0.6574597358703613,0.6729236942326366,0.6223137070667044,0.6462129886341299,678462400
2000-05-25,0.6542961597442627,0.6947141011956938,0.6448070251068551,0.6635518975675517,406750400
2000-05-26,0.6476187109947205,0.6738608703529483,0.6391842889338398,0.6598025992984387,181148800
